name,latitude,longitude,iata
Taraz Airport,42.85359955,71.3035965,DMB
Mount Aue Airport,-6.234166667,144.6647222,UAE
Issyk-Kul International Airport,42.585584,76.701181,IKU
Manas International Airport,43.06129837,74.4776001,FRU
Osh Airport,40.60900116,72.79329681,OSS
Shymkent Airport,42.36420059,69.47889709,CIT
Hazrat Sultan International Airport,43.313126,68.549881,HSA
Zhezkazgan National Airport,47.708953,67.738094,DZN
Sary-Arka Airport,49.670799,73.334396,KGF
Kyzylorda Airport,44.706902,65.592499,KZO
Uralsk Airport,51.1507988,51.54309845,URA
Ekibastuz Airport,51.5909996,75.21499634,EKB
Ust-Kamenogorsk Airport,50.036571,82.493477,UKK
Pavlodar Airport,52.19499969,77.07389832,PWQ
Semey Airport,50.351295,80.234398,PLX
Zaysan Airport,47.487491,84.887675,SZI
Aktau Airport,43.860093,51.09086,SCO
Atyrau International Airport,47.122559,51.819321,GUW
Aktobe Airport,50.2458,57.206699,AKX
Arkalyk North Airport,50.3185997,66.95279694,AYK
Kostanay West Airport,53.20690155,63.5503006,KSN
Heydar Aliyev International Airport,40.46749878,50.04669952,GYD
Ganja International Airport,40.737701,46.3176,GNJ
Lankaran International Airport,38.757919,48.807042,LLK
Nakhchivan Airport,39.18880081,45.45840073,NAJ
Gabala International Airport,40.808617,47.725389,GBB
Zaqatala International Airport,41.557823,46.669464,ZTU
Zangilan International Airport,39.11443,46.74392,ZZE
Yevlakh Airport,40.631901,47.141899,YLV
Buin Airport,-6.729166667,155.6833333,UBI
Shirak International Airport,40.750401,43.859299,LWN
Zvartnots International Airport,40.14730072,44.39590073,EVN
Batagay Airport,67.64800262,134.6950073,BQJ
Sakkyryr Airport,67.792,130.394,SUK
Ust-Kuyga Airport,70.011002,135.645004,UKG
Talakan Airport,59.876389,111.044444,TLK
Aldan Airport,58.60279846,125.4089966,ADH
Yakutsk Airport,62.09329987,129.7709961,YKS
Chulman Airport,56.91389847,124.9140015,NER
Moma Airport,66.450861,143.261551,MQJ
Magan Airport,62.103484,129.545288,GYG
Olyokminsk Airport,60.401833,120.476094,OLZ
Ust-Nera Airport,64.55000305,143.1150055,USR
Ust-Maya Airport,60.35699844,134.4349976,UMS
Verkhnevilyuisk Airport,63.4580574,120.269165,VHV
Nyurba Airport,63.296703,118.341953,NYR
Suntar Airport,62.18500137,117.6350021,SUY
Vilyuisk Airport,63.756668,121.693336,VYI
Lensk Airport,60.72060013,114.8259964,ULK
Olenyok Airport,68.514999,112.480003,ONK
Polyarny Airport,66.400398,112.029999,PYJ
Mirny Airport,62.53469849,114.0390015,MJZ
Saskylakh Airport,71.927902,114.080002,SYS
Belaya Gora Airport,68.556227,146.22784,BGN
Srednekolymsk Airport,67.4805,153.7364,SEK
Chokurdakh Airport,70.6231,147.901993,CKH
Cherskiy Airport,68.74060059,161.3379974,CYX
Tiksi Airport,71.6977005,128.9029999,IKS
Zyryanka Airport,65.7485,150.8889,ZKP
Kisoro Airport,-1.2837,29.7197,KXO
Savannah Airstrip,-0.7165,29.6997,KHX
Moyo Airport,3.64440012,31.76276207,OYG
Ugashik Bay Airport,57.424052,-157.74479,UGB
David the Builder Kutaisi International Airport,42.176768,42.482393,KUT
Batumi International Airport,41.610298,41.599701,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,SUI
Tbilisi International Airport,41.669201,44.9547,TBS
Ignatyevo Airport,50.42539978,127.4120026,BQS
Zeya Airport,53.687023,127.090972,EYA
Tynda Airport,55.284936,124.77901,TYD
Khabarovsk Novy Airport,48.528338,135.188588,KHV
Komsomolsk-on-Amur Airport,50.4090004,136.9340057,KXK
Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,GVN
Ugolny Yuri Ryktheu Airport,64.734902,177.740997,DYR
Provideniya Bay Airport,64.37809753,-173.2429962,PVS
Keperveem Airport,67.845001,166.139999,KPW
Sokol Airport,59.9109993,150.7200012,GDX
Markovo Airport,64.665446,170.417626,KVM
Pevek Airport,69.783302,170.597,PWE
Severo-Evensk Airport,61.921786,159.229059,SWV
Bogorodskoye Airport,52.381041,140.449378,BQG
Nikolayevsk-na-Amure Airport,53.154999,140.649994,NLI
Okhotsk Airport,59.410065,143.056503,OHO
Yelizovo Airport,53.16764,158.451863,PKC
Burevestnik Airport,44.919998,147.621994,BVV
Okha Airport,53.517656,142.879772,OHH
Iturup Airport,45.256389,147.95549,ITU
Shakhtyorsk Airport,49.1903,142.082993,EKS
Yuzhno-Kurilsk Mendeleyevo Airport,43.961066,145.684977,DEE
Zonalnoye Airport,50.6692009,142.7610016,ZZO
Yuzhno-Sakhalinsk Airport,46.885461,142.717466,UUS
Amgu Airport,45.84126,137.673568,AEM
Svetlaya Airport,46.541704,138.321703,ETL
Yedinka Airport,47.178201,138.657357,EDN
Kavalerovo Airport,44.2726,135.029,KVR
Plastun Airport,44.814999,136.292007,TLY
Terney Airport,45.0825,136.5912,NEI
Vladivostok International Airport,43.396256,132.148155,VVO
Chita-Kadala International Airport,52.026299,113.306,HTA
Chara Airport,56.913334,118.269997,CZR
Bratsk Airport,56.37060165,101.697998,BTK
Ust-Ilimsk Airport,58.136101,102.565002,UIK
Irkutsk International Airport,52.268002,104.389,IKT
Bodaybo Airport,57.86610031,114.2429962,ODO
Yerbogachen Airport,61.27500153,108.0299988,ERG
Kirensk Airport,57.773,108.064,KCK
Preobrazheniye Airport,42.921698,133.904438,RZH
Ust-Kut Airport,56.856701,105.730003,UKX
Nizhneangarsk International Airport,55.8008,109.595001,NZG
Baikal International Airport,51.808614,107.439652,UUD
Ujae Atoll Airport,8.928059578,165.7619934,UJE
Uljin Airport,36.777049,129.461861,UJN
Boryspil International Airport,50.345001,30.894699,KBP
Kramatorsk Airport,48.706799,37.630922,KRQ
Mariupol International Airport,47.0760994,37.44960022,MPW
Sievierodonetsk Airport,48.900926,38.54279,SEV
Berdyansk Airport,46.814999,36.758099,ERD
Dnipro International Airport,48.357201,35.100601,DNK
Zaporizhzhia International Airport,47.86700058,35.31570053,OZH
Kryvyi Rih International Airport,48.04330063,33.20999908,KWG
Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,UKS
Simferopol International Airport,45.0522,33.975101,SIP
Kerch Airport,45.372501,36.401402,KHC
Mukhaizna Airport,19.386389,56.401389,UKH
Kharkiv International Airport,49.924801,36.290001,HRK
Suprunovka Airport,49.5686,34.397202,PLV
Sumy Airport,50.858299,34.762501,UMY
Cherkasy International Airport,49.4156,31.9953,CKC
Kirovograd Airport,48.542801,32.285,KGO
Ihor Sikorsky Kyiv International Airport (Zhuliany),50.40194,30.45194,IEV
Zhytomyr Airport,50.270556,28.738611,ZTR
Lutsk Airport,50.678404,25.487165,UCK
Khmelnytskyi Airport,49.359699,26.933399,HMJ
Ivano-Frankivsk International Airport,48.88420105,24.68610001,IFO
Lviv International Airport,49.8125,23.9561,LWO
Chernivtsi International Airport,48.25930023,25.98080063,CWC
Rivne International Airport,50.60710144,26.14159966,RWN
Ternopil International Airport,49.5242,25.7001,TNL
Uzhhorod International Airport,48.6343,22.263399,UDJ
Kherson International Airport,46.6758,32.506401,KHE
Mykolaiv International Airport,47.057899,31.9198,NLV
Odessa International Airport,46.4268,30.6765,ODS
Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778,VIN
Talagi Airport,64.60030365,40.71670151,ARH
Vaskovo Airport,64.441704,40.4217,VKV
Leshukonskoye Airport,64.89600372,45.72299957,LDG
Naryan Mar Airport,67.639999,53.121899,NNM
Solovki Airport,65.029999,35.733334,CSH
Cherepovets Airport,59.27360153,38.01580048,CEE
Amderma Airport,69.76329803,61.5564003,AMV
Varandey Airport,68.848503,58.201401,VRI
Majeed Bin Abdulaziz Airport,26.48,38.128889,ULH
Kotlas Airport,61.2358017,46.69749832,KSZ
Pulkovo Airport,59.800301,30.262501,LED
Kirovsk-Apatity Airport,67.463303,33.588299,KVK
Murmansk Airport,68.78170013,32.75080109,MMK
Pskov Airport,57.78390121,28.39559937,PKV
Petrozavodsk Airport,61.8852005,34.15470123,PES
Vologda Airport,59.282501,39.944401,VGD
Brest Airport,52.108299,23.8981,BQT
Gomel Airport,52.52700043,31.01670074,GME
Vitebsk Vostochny Airport,55.12649918,30.34959984,VTB
Khrabrovo Airport,54.88999939,20.59259987,KGD
Hrodna Airport,53.60200119,24.05380058,GNA
Minsk National Airport,53.888071,28.039964,MSQ
Mogilev Airport,53.95489883,30.0951004,MVQ
Abakan International Airport,53.740002,91.385002,ABA
Barnaul Airport,53.36380005,83.53849792,BAX
Gorno-Altaysk Airport,51.969204,85.836539,RGK
Kemerovo Airport,55.27009964,86.10720062,KEJ
Baykit Airport,61.676701,96.355003,BKA
Yeniseysk Airport,58.474201,92.112503,EIE
Yartsevo Airport,60.255001,90.195,YAE
Podkamennaya Tunguska Airport,61.589699,89.994003,TGP
Severo-Yeniseysk Airport,60.373299,93.011703,VEO
Tura Mountain Airport,64.333511,100.432892,GOY
Vanavara Airport,60.356229,102.309641,VAQ
Boguchany Airport,58.380615,97.472336,BGS
Kodinsk Airport,58.479401,99.093903,KNY
Krasnoyarsk International Airport,56.173077,92.492437,KJA
Krasnoyarsk Cheremshanka Airport,56.177584,92.545881,KCY
Achinsk Airport,56.269185,90.57511,ACS
Kyzyl Airport,51.669399,94.400597,KYZ
Novosibirsk Tolmachevo Airport,55.019756,82.618675,OVB
Omsk Central Airport,54.96699905,73.3105011,OMS
Strezhevoy Airport,60.7094,77.660004,SWT
Bogashevo Airport,56.38029861,85.20829773,TOF
Spichenkovo Airport,53.811401,86.877197,NOZ
Dikson Airport,73.517807,80.379669,DKS
Khatanga Airport,71.97810364,102.4909973,HTG
Svetlogorsk Airport,66.839996,88.403336,SES
Igarka Airport,67.437202,86.621902,IAA
Norilsk-Alykel Airport,69.31109619,87.3321991,NSK
Turukhansk Airport,65.797203,87.935303,THX
Anapa Vityazevo Airport,45.002102,37.347301,AAQ
Yeysk Airport,46.68,38.21,EIK
Gelendzhik Airport,44.58209263,38.01248074,GDZ
Krasnodar Pashkovsky International Airport,45.034698,39.170502,KRR
Makhachkala Uytash International Airport,42.816799,47.652302,MCX
Mineralnyye Vody Airport,44.22510147,43.08190155,MRV
Nalchik Airport,43.51290131,43.63660049,NAL
Vladikavkaz Beslan International Airport,43.205101,44.606602,OGZ
Magas Airport,43.323268,45.012568,IGT
Stavropol Shpakovskoye Airport,45.10919952,42.1128006,STW
Platov International Airport,47.493888,39.924722,ROV
Taganrog Yuzhny Airport,47.1983333,38.8491667,TGK
Sochi International Airport,43.449902,39.9566,AER
Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,ASF
Elista Airport,46.37390137,44.33089828,ESL
Volgograd International Airport,48.78250122,44.34550095,VOG
Cape Air Seaplanes on Boston Harbor Seaplane Base,42.352502,-71.025832,BNH
Williston Basin International Airport,48.258387,-103.748797,XWA
Spirit Lake Municipal Airport,43.387501,-95.139198,RTL
Mertarvik Airport,60.81037,-164.499511,WWT
Pilot Station Airport,61.96169,-162.941944,PQS
Chelyabinsk Balandino Airport,55.305801,61.5033,CEK
Magnitogorsk International Airport,53.39310074,58.75569916,MQF
Sabetta International Airport,71.219167,72.052222,SBT
Bovanenkovo Airport,70.315278,68.333611,BVJ
Salekhard Airport,66.59079742,66.61100006,SLY
Mys Kamenny Airport,68.467676,73.596733,YMK
Krasnoselkup Airport,65.717,82.455,KKQ
Tarko-Sale Airport,64.930485,77.811295,TQL
Urengoy Airport,65.95999908,78.43699646,UEN
Berezovo Airport,63.92100143,65.03050232,EZV
Khanty Mansiysk Airport,61.0285,69.086098,HMA
Igrim Airport,63.200391,64.440136,IRM
Kondinskoye Airport,59.655083,67.430046,KXD
Nyagan Airport,62.110001,65.614998,NYA
Sovetskiy Airport,61.32662201,63.60191345,OVS
Uray Airport,60.103298,64.826698,URJ
Beloyarskiy Airport,63.686901,66.698601,EYK
Izhevsk Airport,56.8280983,53.45750046,IJK
Pobedilovo Airport,58.503883,49.347831,KVX
Nadym Airport,65.48090363,72.69889832,NYM
Novy Urengoy Airport,66.06939697,76.52030182,NUX
Nizhnevartovsk Airport,60.949299,76.483597,NJC
Perm International Airport,57.914501,56.021198,PEE
Kogalym International Airport,62.19039917,74.53379822,KGP
Nefteyugansk Airport,61.108299,72.650002,NFG
Noyabrsk Airport,63.18330002,75.26999664,NOJ
Surgut Airport,61.34370041,73.40180206,SGC
Koltsovo Airport,56.74309921,60.80270004,SVX
Remezov Airport,58.058427,68.348801,RMZ
Tobolsk Airport,58.135799,68.231903,TOX
Roshchino International Airport,57.16833,65.31611,TJM
Kurgan Airport,55.4753,65.415604,KRO
Balkanabat Airport,39.480598,54.366001,BKN
Monument Valley Airport,37.015868,-110.202031,GMV
Ashgabat International Airport,37.986801,58.361,ASB
Turkmenbashi International Airport,40.063301,53.007198,KRW
Mary International Airport,37.62353,61.895668,MYP
Daşoguz Airport,41.759853,59.836149,TAZ
Türkmenabat International Airport,38.930662,63.563982,CRZ
Dushanbe Airport,38.543301,68.824997,DYU
Kulob Airport,37.98809814,69.80500031,TJU
Khujand Airport,40.215401,69.694702,LBD
Qurghonteppa International Airport,37.86640167,68.86470032,KQT
Andizhan Airport,40.727699,72.293999,AZN
Fergana International Airport,40.358799,71.745003,FEG
Kokand Airport,40.447183,70.989144,OQN
Namangan Airport,40.9846,71.556702,NMA
Muynak Airport,43.753636,59.029884,MOK
Nukus Airport,42.4884,59.623299,NCU
Urgench Airport,41.58430099,60.64170074,UGC
Navoi Airport,40.117199,65.170799,NVI
Bukhara International Airport,39.775002,64.483299,BHK
Karshi Airport,38.802246,65.773068,KSQ
Sugraly Airport,41.613899,64.2332,AFS
Samarkand Airport,39.70050049,66.9838028,SKD
Termez Airport,37.287261,67.311869,TMJ
Tashkent International Airport,41.25790024,69.28119659,TAS
Ustupu Airport,9.1283,-77.9337,UTU
Kostroma Sokerkino Airport,57.796902,41.019402,KMW
Grabtsevo Airport,54.54999924,36.3666687,KLF
Ivanovo South Airport,56.93939972,40.94079971,IWA
Staroselye Airport,58.104198,38.929401,RYB
Bryansk Airport,53.214199,34.176399,BZK
Zhukovsky International Airport,55.553299,38.150002,ZIA
Domodedovo International Airport,55.408798,37.9063,DME
Tunoshna Airport,57.560699,40.157398,IAR
Sheremetyevo International Airport,55.972599,37.4146,SVO
Migalovo Air Base,56.8246994,35.75770187,KLD
Ostafyevo International Airport,55.511667,37.507222,OSF
Chkalovskiy Air Base,55.8783,38.061699,CKL
Belgorod International Airport,50.64379883,36.59009933,EGO
Kursk East Airport,51.75059891,36.29560089,URS
Lipetsk Airport,52.70280075,39.53779984,LPK
Voronezh International Airport,51.81420135,39.229599,VOZ
Donskoye Airport,52.806099,41.4828,TBW
Manumu Airport,-9.0746,147.5735,UUU
Turlatovo Airport,54.555901,39.855202,RZN
Klokovo Airfield,54.239,37.6,TYA
Vnukovo International Airport,55.591499,37.261501,VKO
Ukhta Airport,63.566898,53.804699,UCT
Inta Airport,66.053372,60.105786,INA
Pechora Airport,65.121101,57.130798,PEX
Usinsk Airport,66.0047,57.367199,USK
Vorkuta Airport,67.488602,63.993099,VKT
Ust-Tsylma Airport,65.437294,52.200336,UTS
Syktyvkar Airport,61.64699936,50.8451004,SCW
Nizhny Novgorod Strigino International Airport,56.23009872,43.7840004,GOJ
Bugulma Airport,54.641184,52.800229,UUA
Kazan International Airport,55.60620117,49.27870178,KZN
Begishevo Airport,55.56470108,52.09249878,NBC
Yoshkar-Ola Airport,56.70059967,47.90470123,JOK
Cheboksary Airport,56.09030151,47.34730148,CSY
Zhigansk Airport,66.79650116,123.3610001,ZIX
Ulyanovsk Baratayevka Airport,54.268299,48.2267,ULV
Ulyanovsk East Airport,54.401001,48.8027,ULY
Orenburg Central Airport,51.79579926,55.45669937,REN
Orsk Airport,51.072498,58.5956,OSW
Penza Airport,53.11059952,45.02109909,PEZ
Saransk Airport,54.1251297,45.21225739,SKX
Balakovo Airport,51.858299,47.745602,BWO
Gagarin International Airport,51.712778,46.171111,GSV
Beloretsk Airport,53.938389,58.340113,BCX
Oktyabrskiy Airport,54.439999,53.388302,OKT
Ufa International Airport,54.55749893,55.87440109,UFA
Kurumoch International Airport,53.504902,50.164299,KUF
Shahrisabz Southwest Airport,39.030067,66.775825,RBZ
Hope Bay Aerodrome,68.156,-106.618,UZM
Urzhar Airport,47.09115,81.66521,UZR
"Rewa Airport, Chorhata, REWA",24.503401,81.220299,REW
Diu Airport,20.714185,70.921855,DIU
Gondia Airport,21.526817,80.290347,GDB
Sardar Vallabh Bhai Patel International Airport,23.0772,72.634697,AMD
Akola Airport,20.698931,77.056883,AKD
Aurangabad Airport,19.86269951,75.39810181,IXU
Chhatrapati Shivaji International Airport,19.08869934,72.86789703,BOM
Bilaspur Airport,21.9884,82.111,PAB
Bhuj Airport,23.28779984,69.67019653,BHJ
Belagavi Airport,15.8593,74.618301,IXG
Vadodara Airport,22.336201,73.226303,BDQ
Raja Bhoj International Airport,23.28750038,77.33740234,BHO
Bhavnagar Airport,21.75219917,72.18520355,BHU
Daman Airport,20.434401,72.843201,NMB
Guna Airport,24.654699,77.347298,GUX
Dabolim Airport,15.3808,73.831398,GOI
Hubli Airport,15.36170006,75.0848999,HBX
Rajkot International Airport,22.378824,71.039391,HSR
Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,IDR
Jabalpur Airport,23.177799,80.052002,JLR
Jamnagar Airport,22.46549988,70.01260376,JGA
Kandla Airport,23.1127,70.100304,IXY
Khajuraho Airport,24.8172,79.918602,HJR
Kolhapur Airport,16.6647,74.289398,KLH
Keshod Airport,21.317101,70.270401,IXK
Nanded Airport,19.1833,77.316704,NDC
Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,NAG
Nashik Airport,20.119101,73.912903,ISK
Pune Airport / Lohagaon Air Force Station,18.5821,73.919701,PNQ
Porbandar Airport,21.649524,69.656405,PBD
Ratnagiri Airport,17.013599,73.327797,RTC
Rajkot Airport,22.30920029,70.77950287,RAJ
Swami Vivekananda Airport,21.180401,81.7388,RPR
Shirdi Airport,19.688752,74.377354,SAG
Solapur Airport,17.62800026,75.93479919,SSE
Surat Airport,21.1141,72.741798,STV
Maharana Pratap Airport,24.61770058,73.89610291,UDR
Bandaranaike International Colombo Airport,7.180759907,79.88410187,CMB
Anuradhapura Airport,8.301542,80.42848,ACJ
Batticaloa Airport,7.70576,81.678802,BTC
Colombo Ratmalana Airport,6.821990013,79.88619995,RML
Ampara Airport,7.336745,81.623869,ADP
Hingurakgoda Air Force Base,8.04981,80.9814,HIM
Jaffna International Airport,9.79233,80.070099,JAF
Koggala Airport,5.99368,80.32029724,KCT
Katukurunda Air Force Base,6.552120209,79.97750092,KTY
Sigiriya Air Force Base,7.95667,80.7285,GIU
China Bay Airport,8.538510323,81.18190002,TRR
Weerawila Airport,6.25449,81.235199,WRZ
Mattala Rajapaksa International Airport,6.284467,81.124128,HRI
Battambang Airport,13.0956,103.223999,BBM
Kampong Chhnang Airport,12.255032,104.564657,KZC
Koh Kong Airport,11.613397,102.997084,KKZ
Mondulkiri Airport,12.463648,107.187252,MWV
Phnom Penh International Airport,11.5466,104.844002,PNH
Ratanakiri Airport,13.72999954,106.9869995,RBE
Siem Reap-Angkor International Airport,13.369167,104.223056,SAI
Stung Treng Airport,13.5319,106.014999,TNX
Sihanoukville International Airport,10.569498,103.631001,KOS
Krakor Airport,12.5385,104.1486,KZD
Lagunillas Airport,10.1239996,-71.23799896,LGY
Kamarata Airport,5.7171,-62.33727,KTV
Macagua Airport,8.2788,-62.6652,SFX
San Salvador de Paul Airport,7,-62,SVV
Wonken Airport,5.25,-61.73333359,WOK
El Tigre Airport,8.833546,-64.20828,ELX
Darbhanga Airport,26.192801,85.916901,DBR
Azamgarh Airport,26.153333,83.118333,AZH
Along Airport,28.1753006,94.80200195,IXV
Agartala - Maharaja Bir Bikram Airport,23.886999,91.240402,IXA
Bagdogra Airport,26.68120003,88.32859802,IXB
Balurghat Airport,25.2617,88.795601,RGH
Shillong Airport,25.70359993,91.97869873,SHL
Biju Patnaik Airport,20.24440002,85.81780243,BBI
Netaji Subhash Chandra Bose International Airport,22.654699,88.446701,CCU
Cooch Behar Airport,26.3305,89.467201,COH
Chitrakoot Airport,25.167694,80.9358,CWK
Dhanbad Airport,23.834,86.425301,DBD
Kazi Nazrul Islam Airport,23.6225,87.243,RDP
Daporijo Airport,27.98550034,94.22280121,DEP
Gorakhpur Airport,26.73970032,83.4496994,GOP
Lokpriya Gopinath Bordoloi International Airport,26.10610008,91.58589935,GAU
Gaya Airport,24.744301,84.951202,GAY
Imphal Airport,24.76000023,93.896698,IMF
Jharsuguda Airport,21.9135,84.0504,JRG
Jeypore Airport,18.879999,82.552002,PYB
Sonari Airport,22.813786,86.169739,IXW
Jorhat Airport,26.73150063,94.17549896,JRH
Kushinagar International Airport,26.776534,83.889214,KBK
Kamalpur Airport,24.134325,91.810769,IXQ
Kailashahar Airport,24.308657,92.00768,IXH
Silchar Airport,24.91290092,92.97869873,IXS
Khowai Airport,24.061899,91.603897,IXN
Lengpui Airport,23.840599,92.619698,AJL
Lilabari North Lakhimpur Airport,27.2955,94.097603,IXI
Malda Airport,25.01018,88.126917,LDA
Dibrugarh Airport,27.48390007,95.01689911,DIB
Dimapur Airport,25.88389969,93.77110291,DMU
Muzaffarpur Airport,26.119101,85.313698,MZU
Pasighat Airport,28.064786,95.336952,IXT
Jay Prakash Narayan Airport,25.591299,85.087997,PAT
Birsa Munda Airport,23.31430054,85.32170105,IXR
Rourkela Airport,22.256571,84.815193,RRK
Rupsi Airport,26.141867,89.907892,RUP
Tezpur Airport,26.70910072,92.78469849,TEZ
Visakhapatnam Airport,17.723506,83.227729,VTZ
Ziro Airport,27.588301,93.828102,ZER
Road Town Seaplane Base,18.418273,-64.617369,RAD
Barisal Airport,22.8010006,90.30120087,BZL
Cox's Bazar Airport,21.45219994,91.96389771,CXB
Comilla Airport,23.437201,91.189697,CLA
Shah Amanat International Airport,22.249599,91.813301,CGP
Ishurdi Airport,24.1525,89.0494,IRD
Jessore Airport,23.1838,89.160797,JSR
Shah Mokhdum Airport,24.43720055,88.61650085,RJH
Saidpur Airport,25.75919914,88.9088974,SPD
Thakurgaon Airport,26.016399,88.403603,TKR
Shamshernagar Airport,24.398333,91.916944,ZHM
Osmany International Airport,24.963832,91.864843,ZYL
Hazrat Shahjalal International Airport,23.843347,90.397783,DAC
Hong Kong International Airport,22.308901,113.915001,HKG
Shun Tak Heliport,22.288868,114.152369,HHP
Charlotte Amalie Harbor Seaplane Base,18.33860016,-64.94069672,SPB
Christiansted Harbor Seaplane Base,17.74720001,-64.70490265,SSB
Agra Airport / Agra Air Force Station,27.157683,77.960942,AGR
Aligarh Airport,27.861437,78.145404,HRH
Prayagraj Airport,25.4401,81.733902,IXD
Sri Guru Ram Dass Jee International Airport,31.7096,74.797302,ATQ
Adampur Airport,31.4338,75.758797,AIP
Nal Airport,28.070601,73.207199,BKB
Lal Bahadur Shastri Airport,25.452129,82.861805,VNS
Kullu Manali Airport,31.876699,77.154404,KUU
Bhatinda Air Force Station,30.2701,74.755798,BUP
Bareilly Air Force Station,28.4221,79.450798,BEK
Chandigarh International Airport,30.6735,76.788498,IXC
Kanpur Airport,26.404301,80.410103,KNU
Dehradun Jolly Grant Airport,30.189243,78.176651,DED
Indira Gandhi International Airport,28.55563,77.09519,DEL
Hindon Airport / Hindon Air Force Station,28.707701,77.358902,HDO
Kangra Airport,32.164902,76.263018,DHM
Gwalior Airport,26.29330063,78.22779846,GWL
Hisar Airport,29.179399,75.755302,HSS
Jodhpur Airport,26.25110054,73.04889679,JDH
Jaipur International Airport,26.8242,75.812202,JAI
Jaisalmer Airport,26.8887,70.864998,JSA
Jammu Airport,32.688849,74.838152,IXJ
Kishangarh Airport Ajmer,26.591007,74.812956,KQH
Kota Airport,25.16020012,75.84559631,KTU
Ludhiana Airport,30.85470009,75.95259857,LUH
Leh Kushok Bakula Rimpochee Airport,34.135899,77.546501,IXL
Chaudhary Charan Singh International Airport,26.76059914,80.88929749,LKO
Pathankot Airport,32.233611,75.634444,IXP
Pantnagar Airport,29.0334,79.473701,PGH
Shimla Airport,31.0818,77.068001,SLV
Sarsawa Air Force Station,29.994303,77.42456,SWN
Sheikh ul Alam International Airport,33.987099,74.7742,SXR
Satna Airport,24.56262,80.852927,TNI
Shravasti Airport,27.499732,82.032927,VSV
Vivigani Airfield,-9.303333333,150.3188889,VIV
Gurue Airport,-15.5062,36.9904,VJQ
Attopeu Airport,14.793056,107.045278,AOU
Ban Huoeisay Airport,20.257299,100.436996,HOE
Luang Phabang International Airport,19.89730072,102.1610031,LPQ
Luang Namtha Airport,20.966999,101.400002,LXG
Oudomsay Airport,20.6826992,101.9940033,ODY
Pakse International Airport,15.13210011,105.7809982,PKZ
Sayaboury Airport,19.2436,101.7093,ZBY
Savannakhet Airport,16.55660057,104.7600021,ZVK
Sam Neua Airport,20.4184,104.067001,NEU
Saravane Airport,15.70943921,106.4106989,VNA
Thakhek Airport,17.377917,104.857378,THK
Wattay International Airport,17.98830032,102.5630035,VTE
Xieng Khouang Airport,19.450001,103.157997,XKH
Xienglom Airport,19.6203,100.815332,XIE
Aeropuerto Nacional Dr. Juan Plate,-22.159371,-57.942395,VMI
Macau International Airport,22.149599,113.592003,MFM
Dong Hoi Airport,17.515,106.590556,VDH
Phu Giao Airport,11.30034,106.79325,PHU
Bajhang Airport,29.539,81.185402,BJH
Bhojpur Airport,27.1474,87.050797,BHP
Baglung Airport,28.212799,83.666298,BGL
Bharatpur Airport,27.678101,84.429398,BHR
Bajura Airport,29.502001,81.668999,BJU
Baitadi Airport,29.463421,80.548968,BIT
Gautam Buddha International Airport,27.505328,83.412594,BWA
Bhadrapur Airport,26.57080078,88.07959747,BDP
Tulsipur Airport,28.111099,82.294197,DNP
Dhangarhi Airport,28.755283,80.583398,DHI
Darchula Airport,29.668571,80.548199,DAP
Dolpa Airport,28.985659,82.818703,DOP
Silgadi Doti Airport,29.262226,80.935968,SIH
Palungtar Airport,28.0385,84.4664,GKH
Jiri Airport,27.626313,86.230581,JIR
Jumla Airport,29.2742,82.193298,JUM
Janakpur Airport,26.708799,85.922401,JKR
Jomsom Airport,28.780426,83.723,JMO
Tribhuvan International Airport,27.6966,85.3591,KTM
Lamidanda Airport,27.253099,86.669998,LDN
Lukla Airport,27.686768,86.729479,LUA
Langtang Airport,28.20000076,85.58300018,LTG
Manang Airport,28.641399,84.089203,NGX
Meghauli Airport,27.5774,84.22875,MEY
Mahendranagar Airport,28.9632,80.147903,XMG
Nepalgunj Airport,28.1036,81.667,KEP
Phaplu Airport,27.517752,86.585019,PPL
Rajbiraj Airport,26.510066,86.733902,RJB
Ramechhap Airport,27.393999,86.061401,RHP
Rukum Chaurjahari Airport,28.627001,82.194021,RUK
Rolpa Airport,28.267292,82.756496,RPA
Rumjatar Airport,27.303499,86.5504,RUM
Syangboche Airport,27.8112,86.7124,SYH
Simara Airport,27.159803,84.980021,SIF
Surkhet Airport,28.586,81.636002,SKH
Sanfebagar Airport,29.236629,81.215317,FEB
Simikot Airport,29.9711,81.818901,IMK
Taplejung Airport,27.3509,87.69525,TPJ
Tikapur Airport,28.5219,81.123,TPU
Tumling Tar Airport,27.315001,87.193298,TMI
Biratnagar Airport,26.48150063,87.26399994,BIR
Murod Kond Airport,18.411501,76.464699,LTU
Tuticorin Airport,8.724241,78.025803,TCR
Agatti Airport,10.8237,72.176003,AGX
Bellary Airport,15.16279984,76.88279724,BEP
Kempegowda International Airport,13.1979,77.706299,BLR
Bidar Airport / Bidar Air Force Station,17.9081,77.487099,IXX
Vijayawada Airport,16.530399,80.796799,VGA
